"u","Points:0","Points:1","Points:2"
0.96137,-0.071184,0,0.51021
0.94057,-0.29211,0.008959,-0.42423
0.94846,0.50173,0.017918,0.11545
0.95179,-0.4476,0.026877,0.25359
0.93637,0.15858,0.035837,-0.48882
0.94534,0.21297,0.044796,0.46692
0.948,-0.47165,0.053755,-0.2001
0.97351,0.48198,0.062714,-0.17071
0.95284,-0.23953,0.071673,0.45041
0.94297,-0.12729,0.080632,-0.49262
0.94552,0.42536,0.089592,0.27645
0.9443,-0.49874,0.098551,0.083211
0.94585,0.31042,0.10751,-0.39681
0.94038,0.038992,0.11647,0.5003
0.92993,-0.36511,0.12543,-0.34109
0.94764,0.49729,0.13439,0.004852
0.95694,-0.3681,0.14335,0.33066
0.93059,0.047805,0.15231,-0.48979
0.95771,0.29388,0.16127,0.39116
0.95167,-0.47793,0.17022,-0.089357
0.96616,0.41003,0.17918,-0.25524
0.9717,-0.12901,0.18814,0.46189
0.96057,-0.21524,0.1971,-0.4245
0.95806,0.44189,0.20606,0.16628
0.95007,-0.43444,0.21502,0.17439
0.95845,0.20072,0.22398,-0.41824
0.96289,0.13323,0.23294,0.43974
0.9628,-0.39128,0.2419,-0.23188
0.97203,0.44037,0.25086,-0.09232
0.96035,-0.25938,0.25982,0.36139
0.9695,-0.052223,0.26877,-0.43637
0.96622,0.32902,0.27773,0.28283
0.95946,-0.42779,0.28669,0.013511
0.96191,0.30192,0.29565,-0.29464
0.96143,-0.023238,0.30461,0.41479
0.97325,-0.2588,0.31357,-0.31635
0.9812,0.39756,0.32253,0.057446
0.96984,-0.32587,0.33149,0.22205
0.97174,0.088532,0.34045,-0.37635
0.97699,0.18499,0.34941,0.33026
0.98279,-0.35145,0.35837,-0.11591
0.99472,0.32934,0.36733,-0.14828
0.97825,-0.13899,0.37628,0.32322
0.97263,-0.11261,0.38524,-0.32294
0.97681,0.29204,0.3942,0.15715
0.97323,-0.31088,0.40316,0.078711
0.97122,0.1697,0.41212,-0.25834
0.96344,0.04741,0.42108,0.29296
0.96764,-0.22254,0.43004,-0.17585
0.97151,0.26884,0.439,-0.019634
0.96704,-0.17457,0.44796,0.18505
0.97428,0.003482,0.45692,-0.2379
0.9685,0.14613,0.46588,0.16428
0.95661,-0.19874,0.47484,-0.020377
0.96618,0.14202,0.48379,-0.10562
0.97049,-0.028333,0.49275,0.14755
0.96169,-0.061293,0.50171,-0.099542
0.94214,0.0652,0.51067,0.018554
0.90483,-0.066631,-0.54123,-0.012456
0.88054,0.099283,-0.53277,-0.061808
0.93017,-0.040452,-0.52431,0.14485
0.92666,-0.080156,-0.51586,-0.15808
0.96165,0.18734,-0.5074,0.07049
0.90595,-0.20453,-0.49894,0.08211
0.95452,0.10324,-0.49049,-0.21514
0.93058,0.074029,-0.48203,0.24431
0.92791,-0.23283,-0.47357,-0.13798
0.88972,0.27887,-0.46512,-0.058472
0.93149,-0.17393,-0.45666,0.24235
0.93924,-0.036949,-0.4482,-0.30866
0.93284,0.24473,-0.43975,0.21036
0.93746,-0.33376,-0.43129,0.010552
0.92098,0.2466,-0.42283,-0.24067
0.92179,-0.019829,-0.41438,0.35415
0.89376,-0.23071,-0.40592,-0.282
0.90149,0.36972,-0.39746,0.05341
0.93626,-0.31597,-0.38901,0.21531
0.93441,0.08947,-0.38055,-0.38039
0.92625,0.19492,-0.37209,0.34796
0.92601,-0.38611,-0.36364,-0.12733
0.91917,0.37747,-0.35518,-0.16996
0.93052,-0.16633,-0.34672,0.38683
0.92944,-0.1409,-0.33827,-0.40403
0.9302,0.38259,-0.32981,0.20585
0.92247,-0.42726,-0.32135,0.10819
0.92141,0.24528,-0.3129,-0.37343
0.91442,0.072317,-0.30444,0.44677
0.91981,-0.35949,-0.29598,-0.28405
0.9209,0.46229,-0.28753,-0.033777
0.92886,-0.32159,-0.27907,0.34091
0.92674,0.006916,-0.27061,-0.47354
0.92992,0.31792,-0.26216,0.35738
0.92692,-0.48035,-0.2537,-0.049234
0.92296,0.39094,-0.24524,-0.29076
0.92668,-0.092646,-0.23679,0.48257
0.92144,-0.25974,-0.22833,-0.4218
0.92386,0.48012,-0.21987,0.13661
0.91899,-0.44956,-0.21142,0.22521
0.911,0.1806,-0.20296,-0.47298
0.91332,0.18754,-0.1945,0.47383
0.91208,-0.46119,-0.18605,-0.22408
0.91357,0.4943,-0.17759,-0.14715
0.91987,-0.26654,-0.16913,0.44483
0.9159,-0.10448,-0.16068,-0.51067
0.90654,0.42404,-0.15222,0.30747
0.90374,-0.52274,-0.14376,0.059991
0.89958,0.34639,-0.13531,-0.39903
0.89596,0.014177,-0.12685,0.53031
0.89462,-0.37003,-0.11839,-0.38286
0.90667,0.53327,-0.10994,0.032469
0.91159,-0.41645,-0.10148,0.33733
0.8797,0.07944,-0.093023,-0.53156
0.89656,0.30127,-0.084567,0.44677
0.89685,-0.52516,-0.07611,-0.12623
0.90685,0.47349,-0.067653,-0.26221
0.90604,-0.17233,-0.059197,0.51412
0.89513,-0.22056,-0.05074,-0.49628
0.88705,0.49853,-0.042283,0.21725
0.88414,-0.51491,-0.033827,0.17675
0.88285,0.2605,-0.02537,-0.47855
0.90207,0.13125,-0.016913,0.52916
0.89119,-0.45439,-0.008457,-0.30163
0.88362,0.53886,-0,-0.084527
0.8863,-0.3402,0.008457,0.42628
0.88958,-0.037075,0.016913,-0.54393
0.8837,0.39452,0.02537,0.37581
0.88238,-0.5443,0.033827,-0.010605
0.87329,0.40807,0.042283,-0.35946
0.89577,-0.05801,0.05074,0.53998
0.87571,-0.32147,0.059197,-0.43666
0.88487,0.53103,0.067653,0.10464
0.89004,-0.46129,0.07611,0.28096
0.87852,0.15,0.084567,-0.51756
0.89253,0.23838,0.093023,0.48171
0.8993,-0.49973,0.10148,-0.19362
0.89647,0.49772,0.10994,-0.19419
0.89514,-0.23503,0.11839,0.47777
0.89392,-0.14888,0.12685,-0.50918
0.89965,0.45193,0.13531,0.2738
0.89727,-0.516,0.14376,0.10295
0.89818,0.30953,0.15222,-0.42254
0.90004,0.056904,0.16068,0.51814
0.8822,-0.38994,0.16913,-0.34185
0.90128,0.51561,0.17759,-0.011267
0.8854,-0.37042,0.18605,0.35453
0.90274,0.033451,0.1945,-0.5085
0.91078,0.31675,0.20296,0.39496
0.90358,-0.49692,0.21142,-0.076744
0.90681,0.41523,0.21987,-0.27706
0.91373,-0.11812,0.22833,0.48108
0.90744,-0.23595,0.23679,-0.43102
0.9017,0.46119,0.24524,0.1571
0.90569,-0.4422,0.2537,0.19395
0.91476,0.19322,0.26216,-0.43756
0.9221,0.15158,0.27061,0.44868
0.91387,-0.41052,0.27907,-0.22607
0.91404,0.45042,0.28753,-0.10939
0.90497,-0.25525,0.29598,0.38047
0.91209,-0.067954,0.30444,-0.44746
0.91071,0.34784,0.3129,0.2804
0.90377,-0.43986,0.32135,0.027827
0.90067,0.30118,0.32981,-0.31311
0.90636,-0.010422,0.33827,0.42777
0.91035,-0.27678,0.34672,-0.31732
0.9203,0.41138,0.35518,0.046225
0.91365,-0.32857,0.36364,0.23943
0.91151,0.079015,0.37209,-0.39093
0.91754,0.20165,0.38055,0.33473
0.9046,-0.36672,0.38901,-0.10823
0.91618,0.33561,0.39746,-0.16405
0.90247,-0.13329,0.40592,0.33909
0.91905,-0.12731,0.41438,-0.33107
0.92229,0.30845,0.42283,0.15361
0.91743,-0.32096,0.43129,0.09215
0.91469,0.16856,0.43975,-0.27519
0.91327,0.059333,0.4482,0.30515
0.91622,-0.23978,0.45666,-0.17745
0.92739,0.28338,0.46512,-0.029724
0.9155,-0.17941,0.47357,0.20264
0.92153,-0.004332,0.48203,-0.25524
0.92739,0.16415,0.49049,0.1732
0.90794,-0.21985,0.49894,-0.01554
0.91587,0.15676,0.5074,-0.12447
0.91538,-0.027905,0.51586,0.17503
0.91771,-0.082859,0.52431,-0.1255
0.91078,0.11344,0.53277,0.02844
0.95451,-0.059617,0.54123,0.032259
0.81385,-0.063162,-0.57176,-0.024469
0.80256,0.10891,-0.56376,-0.042499
0.83666,-0.066385,-0.55577,0.13496
0.8388,-0.049771,-0.54777,-0.1702
0.86888,0.17136,-0.53977,0.10381
0.82314,-0.21644,-0.53178,0.043189
0.87136,0.14127,-0.52378,-0.19286
0.85619,0.02794,-0.51578,0.25433
0.83241,-0.20407,-0.50779,-0.1789
0.80897,0.28578,-0.49979,-0.006254
0.84516,-0.21629,-0.49179,0.20702
0.85257,0.02048,-0.4838,-0.31148
0.85846,0.20284,-0.4758,0.25291
0.84829,-0.33171,-0.4678,-0.051218
0.83003,0.28824,-0.45981,-0.19234
0.8336,-0.085086,-0.45181,0.34659
0.83156,-0.17613,-0.44381,-0.32172
0.81936,0.35616,-0.43582,0.1213
0.84791,-0.35286,-0.42782,0.15478
0.84444,0.15915,-0.41982,-0.36044
0.84571,0.12879,-0.41183,0.38119
0.83695,-0.35949,-0.40383,-0.19795
0.83266,0.40629,-0.39583,-0.098688
0.84385,-0.23706,-0.38784,0.35339
0.84172,-0.06498,-0.37984,-0.42778
0.84269,0.34224,-0.37184,0.27586
0.8386,-0.44533,-0.36385,0.028187
0.83625,0.31377,-0.35585,-0.32621
0.83564,-0.01116,-0.34785,0.45866
0.85279,-0.30551,-0.33986,-0.35023
0.8349,0.46755,-0.33186,0.052522
0.84306,-0.38471,-0.32386,0.28036
0.84191,0.095353,-0.31587,-0.47184
0.8467,0.25107,-0.30787,0.41674
0.84425,-0.4714,-0.29987,-0.1391
0.84167,0.44587,-0.29188,-0.21796
0.84886,-0.18323,-0.28388,0.46619
0.84617,-0.1814,-0.27588,-0.47168
0.84387,0.45621,-0.26789,0.22717
0.8415,-0.49381,-0.25989,0.14179
0.83815,0.27041,-0.25189,-0.4415
0.83705,0.099562,-0.2439,0.51196
0.83799,-0.42218,-0.2359,-0.31243
0.83724,0.52584,-0.2279,-0.055173
0.84278,-0.35271,-0.21991,0.39841
0.83986,-0.009101,-0.21191,-0.53526
0.83642,0.37041,-0.20391,0.39079
0.83238,-0.54005,-0.19592,-0.038156
0.8298,0.42621,-0.18792,-0.33842
0.83078,-0.086094,-0.17992,0.5401
0.8285,-0.30277,-0.17193,-0.45855
0.83388,0.53536,-0.16393,0.1342
0.82785,-0.48744,-0.15593,0.26378
0.81185,0.18196,-0.14794,-0.52583
0.81132,0.22184,-0.13994,0.51254
0.81163,-0.51157,-0.13194,-0.22887
0.82123,0.53355,-0.12395,-0.17737
0.82937,-0.27444,-0.11595,0.49268
0.8244,-0.13081,-0.10796,-0.55021
0.80279,0.46933,-0.099958,0.31817
0.80068,-0.56233,-0.091961,0.082613
0.7927,0.35962,-0.083965,-0.44172
0.78991,0.033272,-0.075968,0.56975
0.785,-0.41012,-0.067971,-0.39834
0.78079,0.57238,-0.059975,0.016722
0.7896,-0.43394,-0.051978,0.37482
0.8082,0.066867,-0.043981,-0.57017
0.79657,0.33616,-0.035985,0.46604
0.7982,-0.56312,-0.027988,-0.11666
0.80352,0.49432,-0.019992,-0.29453
0.80824,-0.16561,-0.011995,0.5513
0.81172,-0.25033,-0.003998,-0.51847
0.82038,0.53481,0.003998,0.21321
0.81727,-0.53827,0.011995,0.20401
0.80888,0.259,0.019992,-0.51382
0.82049,0.15601,0.027988,0.55351
0.81631,-0.48855,0.035985,-0.30252
0.81275,0.56405,0.043981,-0.10684
0.82152,-0.34334,0.051978,0.45925
0.83557,-0.056974,0.059975,-0.56978
0.82545,0.42623,0.067971,0.38106
0.82419,-0.57068,0.075968,0.006919
0.80756,0.41531,0.083965,-0.38982
0.8276,-0.042822,0.091961,0.56675
0.81208,-0.35042,0.099958,-0.44577
0.80666,0.55805,0.10796,0.091749
0.7966,-0.47214,0.11595,0.30844
0.79389,0.13937,0.12395,-0.54471
0.80473,0.26432,0.13194,0.49419
0.80681,-0.52689,0.13994,-0.18521
0.80559,0.51172,0.14794,-0.21853
0.80689,-0.22881,0.15593,0.50481
0.80672,-0.17155,0.16393,-0.52459
0.79805,0.47873,0.17193,0.26973
0.79498,-0.5327,0.17992,0.1239
0.79565,0.30758,0.18792,-0.44897
0.8033,0.07608,0.19592,0.53603
0.79576,-0.41589,0.20391,-0.34198
0.81049,0.53458,0.21191,-0.028602
0.78297,-0.3726,0.21991,0.37988
0.80858,0.018018,0.2279,-0.52842
0.81384,0.34137,0.2359,0.39914
0.81821,-0.51769,0.2439,-0.063275
0.82025,0.42137,0.25189,-0.30082
0.82861,-0.10668,0.25989,0.50257
0.82442,-0.25873,0.26789,-0.43908
0.81654,0.48328,0.27588,0.14775
0.8181,-0.45214,0.28388,0.21559
0.82151,0.18603,0.29188,-0.4601
0.8223,0.17194,0.29987,0.46044
0.82142,-0.43339,0.30787,-0.22111
0.82399,0.46396,0.31587,-0.12833
0.81617,-0.25258,0.32386,0.4035
0.82223,-0.085306,0.33186,-0.4627
0.82305,0.37087,0.33986,0.28009
0.81713,-0.45674,0.34785,0.043421
0.81559,0.30332,0.35585,-0.33596
0.82523,0.003233,0.36385,0.44621
0.81966,-0.29927,0.37184,-0.32197
0.82784,0.43129,0.37984,0.034704
0.82247,-0.33582,0.38784,0.26135
0.82866,0.069842,0.39583,-0.41223
0.828,0.22277,0.40383,0.34466
0.82607,-0.38931,0.41183,-0.10164
0.82882,0.34834,0.41982,-0.18413
0.82091,-0.12955,0.42782,0.36288
0.83654,-0.14607,0.43582,-0.34673
0.84216,0.33332,0.44381,0.15305
0.83816,-0.33974,0.45181,0.10927
0.82988,0.17157,0.45981,-0.30106
0.82752,0.074443,0.4678,0.32728
0.82308,-0.26657,0.4758,-0.18454
0.83573,0.30926,0.4838,-0.042357
0.82483,-0.19128,0.49179,0.23032
0.82601,-0.013879,0.49979,-0.28551
0.83376,0.19282,0.50779,0.19097
0.83678,-0.25567,0.51578,-0.009966
0.8376,0.18244,0.52378,-0.1545
0.83781,-0.027845,0.53178,0.21894
0.83509,-0.11562,0.53977,-0.16363
0.84135,0.17328,0.54777,0.037666
0.84941,-0.12995,0.55577,0.075721
0.81787,0.034726,0.56376,-0.11164
0.82257,0.028855,0.57176,0.061282
0.67904,-0.0577,-0.60225,-0.035727
0.68818,0.11513,-0.59463,-0.021811
0.70149,-0.090286,-0.587,0.12077
0.70656,-0.017701,-0.57938,-0.17696
0.72917,0.14986,-0.57175,0.13397
0.69529,-0.22149,-0.56413,0.002693
0.76013,0.175,-0.55651,-0.16427
0.73848,-0.019353,-0.54888,0.25624
0.70261,-0.16852,-0.54126,-0.21435
0.68962,0.28349,-0.53364,0.046599
0.7235,-0.25201,-0.52601,0.16465
0.73443,0.077817,-0.51839,-0.30418
0.72609,0.15387,-0.51077,0.28766
0.71315,-0.31875,-0.50314,-0.11204
0.71429,0.32091,-0.49552,-0.13706
0.70701,-0.14842,-0.4879,0.32747
0.69913,-0.11491,-0.48027,-0.35134
0.69126,0.33051,-0.47265,0.18621
0.69367,-0.37855,-0.46503,0.088061
0.71629,0.2247,-0.4574,-0.32802
0.72751,0.057095,-0.44978,0.40218
0.70691,-0.32017,-0.44216,-0.26325
0.69823,0.42188,-0.43453,-0.022586
0.70918,-0.30121,-0.42691,0.30713
0.70781,0.014899,-0.41929,-0.43736
0.70858,0.28911,-0.41166,0.33802
0.70324,-0.4484,-0.40404,-0.054791
0.70019,0.3731,-0.39642,-0.26638
0.70774,-0.09652,-0.38879,0.45479
0.70773,-0.23922,-0.38117,-0.40595
0.69934,0.45641,-0.37355,0.13952
0.69671,-0.43608,-0.36592,0.20795
0.71348,0.18321,-0.3583,-0.45317
0.7145,0.17294,-0.35068,0.46306
0.7146,-0.44505,-0.34305,-0.22705
0.71325,0.4865,-0.33543,-0.13458
0.72121,-0.27046,-0.32781,0.43209
0.72061,-0.093316,-0.32018,-0.50605
0.71894,0.41436,-0.31256,0.31292
0.71587,-0.52141,-0.30494,0.049586
0.71359,0.3539,-0.29731,-0.39201
0.71216,0.003874,-0.28969,0.53233
0.71454,-0.36522,-0.28207,-0.39289
0.71263,0.53862,-0.27444,0.043323
0.71629,-0.42943,-0.26682,0.33423
0.71222,0.091495,-0.2592,-0.54014
0.71322,0.29932,-0.25157,0.46306
0.71164,-0.53681,-0.24395,-0.14013
0.7109,0.49339,-0.23633,-0.26082
0.71597,-0.18869,-0.2287,0.52858
0.71325,-0.2191,-0.22108,-0.52003
0.70731,0.51549,-0.21346,0.23667
0.713,-0.54265,-0.20583,0.17456
0.70876,0.28356,-0.19821,-0.49761
0.7058,0.12762,-0.19059,0.56098
0.7066,-0.47507,-0.18296,-0.32885
0.70337,0.57477,-0.17534,-0.07874
0.71004,-0.37207,-0.16771,0.44805
0.70355,-0.028401,-0.16009,-0.58384
0.69483,0.41677,-0.15247,0.41276
0.69335,-0.58805,-0.14484,-0.022905
0.6919,0.45048,-0.13722,-0.38151
0.69195,-0.074675,-0.1296,0.58731
0.69007,-0.3426,-0.12197,-0.48483
0.67408,0.5816,-0.11435,0.1264
0.66621,-0.51546,-0.10673,0.30037
0.63636,0.17757,-0.099104,-0.57092
0.63738,0.25523,-0.091481,0.54203
0.63766,-0.55537,-0.083857,-0.22769
0.65796,0.56427,-0.076234,-0.20761
0.67321,-0.27626,-0.068611,0.53505
0.66789,-0.15793,-0.060987,-0.58193
0.69671,0.51016,-0.053364,0.3228
0.69488,-0.59484,-0.04574,0.10669
0.70034,0.36687,-0.038117,-0.4809
0.70425,0.054365,-0.030494,0.60285
0.69725,-0.44755,-0.02287,-0.40802
0.69418,0.60587,-0.015247,-0.001454
0.68135,-0.44587,-0.007623,0.41043
0.69019,0.051537,0,-0.60387
0.68435,0.36987,0.007623,0.48005
0.68554,-0.59686,0.015247,-0.1041
0.67685,0.51022,0.02287,-0.32628
0.68153,-0.15573,0.030494,0.58492
0.67933,-0.28007,0.038117,-0.53611
0.68847,0.56816,0.04574,0.20595
0.68356,-0.55748,0.053364,0.23169
0.68001,0.25426,0.060987,-0.54676
0.68987,0.1816,0.068611,0.57413
0.69282,-0.52093,0.076234,-0.30022
0.67793,0.58592,0.083857,-0.13029
0.68145,-0.34339,0.091481,0.49094
0.69817,-0.078259,0.099104,-0.59276
0.66869,0.4571,0.10673,0.38337
0.66776,-0.59461,0.11435,0.026018
0.66936,0.4198,0.12197,-0.41976
0.67904,-0.025928,0.1296,0.59147
0.66713,-0.37931,0.13722,-0.45233
0.66695,0.58343,0.14484,0.077075
0.66387,-0.48068,0.15247,0.33616
0.66724,0.12693,0.16009,-0.57059
0.66895,0.29077,0.16771,0.50462
0.6689,-0.55312,0.17534,-0.175
0.6567,0.52392,0.18296,-0.24359
0.66122,-0.22083,0.19059,0.53124
0.66244,-0.19513,0.19821,-0.53847
0.66315,0.50523,0.20583,0.26399
0.67416,-0.54814,0.21346,0.1459
0.67589,0.30406,0.22108,-0.47538
0.6793,0.09639,0.2287,0.55291
0.68627,-0.44205,0.23633,-0.34066
0.69553,0.55279,0.24395,-0.047133
0.66993,-0.37346,0.25157,0.40565
0.68168,0.001358,0.2592,-0.54784
0.68445,0.36658,0.26682,0.40216
0.68049,-0.53817,0.27444,-0.048576
0.68303,0.42651,0.28207,-0.32532
0.69271,-0.094024,0.28969,0.52397
0.68825,-0.28235,0.29731,-0.44631
0.68331,0.50546,0.30494,0.13722
0.68247,-0.4614,0.31256,0.23818
0.68914,0.17772,0.32018,-0.48292
0.69189,0.19333,0.32781,0.47167
0.69237,-0.45666,0.33543,-0.21508
0.69445,0.47709,0.34305,-0.14835
0.68929,-0.24891,0.35068,0.42706
0.70116,-0.10377,0.3583,-0.47766
0.70305,0.39454,0.36592,0.27884
0.70779,-0.47345,0.37355,0.060159
0.71366,0.30455,0.38117,-0.35954
0.7036,0.018058,0.38879,0.46457
0.69076,-0.32256,0.39642,-0.32575
0.6981,0.4512,0.40404,0.021985
0.69248,-0.34221,0.41166,0.28414
0.70478,0.05943,0.41929,-0.43356
0.69972,0.24482,0.42691,0.35373
0.69944,-0.41195,0.43453,-0.093748
0.70276,0.36015,0.44216,-0.20519
0.70028,-0.12442,0.44978,0.38669
0.70535,-0.16587,0.4574,-0.36136
0.70525,0.35816,0.46503,0.15094
0.70661,-0.35728,0.47265,0.12751
0.69827,0.17279,0.48027,-0.32679
0.69503,0.09078,0.4879,0.34789
0.69704,-0.29305,0.49552,-0.18945
0.70333,0.33313,0.50314,-0.056401
0.6952,-0.20039,0.51077,0.25743
0.70046,-0.025147,0.51839,-0.31297
0.69883,0.22047,0.52601,0.20497
0.71244,-0.28729,0.53364,-0.002114
0.70473,0.2024,0.54126,-0.1827
0.70861,-0.024349,0.54888,0.25582
0.70881,-0.14463,0.55651,-0.19155
0.71053,0.21783,0.56413,0.040186
0.7143,-0.17039,0.57175,0.10664
0.69541,0.047432,0.57938,-0.17141
0.69769,0.068514,0.587,0.13433
0.67732,-0.10977,0.59463,-0.041004
0.67353,0.06292,0.60225,-0.025432
0.50181,-0.050203,-0.63273,-0.045766
0.53466,0.11733,-0.62546,-0.000285
0.52303,-0.11112,-0.61818,0.10229
0.53176,0.015146,-0.61091,-0.17754
0.54676,0.12296,-0.60364,0.15957
0.54618,-0.21876,-0.59636,-0.038147
0.59489,0.20277,-0.58909,-0.12968
0.55329,-0.066313,-0.58182,0.2491
0.53863,-0.12669,-0.57455,-0.2425
0.52962,0.27112,-0.56727,0.098265
0.55462,-0.27911,-0.56,0.11601
0.559,0.13297,-0.55273,-0.28596
0.55185,0.098859,-0.54545,0.31251
0.53473,-0.29423,-0.53818,-0.16956
0.53549,0.34248,-0.53091,-0.076167
0.5261,-0.20725,-0.52364,0.29633
0.52454,-0.048693,-0.51636,-0.36872
0.52096,0.29255,-0.50909,0.24535
0.51393,-0.39095,-0.50182,0.017119
0.54191,0.28318,-0.49455,-0.28318
0.54687,-0.017912,-0.48727,0.4089
0.534,-0.26847,-0.48,-0.32013
0.51866,0.42235,-0.47273,0.055781
0.53131,-0.35561,-0.46545,0.24871
0.53205,0.09588,-0.45818,-0.43109
0.53055,0.2242,-0.45091,0.38907
0.5206,-0.43498,-0.44364,-0.13761
0.5197,0.42001,-0.43636,-0.19529
0.52737,-0.18037,-0.42909,0.43394
0.52766,-0.16235,-0.42182,-0.44796
0.52453,0.42793,-0.41454,0.22358
0.52085,-0.47251,-0.40727,0.12578
0.52438,0.26667,-0.4,-0.41695
0.52592,0.08601,-0.39273,0.49328
0.53741,-0.40108,-0.38546,-0.30906
0.53655,0.50995,-0.37818,-0.043497
0.54622,-0.35022,-0.37091,0.38043
0.54873,0.001278,-0.36364,-0.52223
0.54723,0.35518,-0.35636,0.38963
0.54388,-0.52991,-0.34909,-0.047813
0.54343,0.42678,-0.34182,-0.32555
0.54726,-0.095594,-0.33454,0.53282
0.54624,-0.2918,-0.32727,-0.4612
0.53976,0.53084,-0.32,0.1441
0.54221,-0.49247,-0.31273,0.25424
0.53965,0.19279,-0.30545,-0.52392
0.54158,0.21323,-0.29818,0.52017
0.54112,-0.51204,-0.29091,-0.24114
0.54003,0.54396,-0.28364,-0.16916
0.54648,-0.28863,-0.27636,0.49525
0.5454,-0.12244,-0.26909,-0.56352
0.54224,0.47366,-0.26182,0.33474
0.53837,-0.57858,-0.25455,0.073537
0.53594,0.37897,-0.24727,-0.44743
0.53405,0.02291,-0.24,0.58893
0.53418,-0.41675,-0.23273,-0.42085
0.53936,0.59438,-0.22546,0.028943
0.5399,-0.45991,-0.21818,0.38189
0.53037,0.081517,-0.21091,-0.59484
0.53178,0.34312,-0.20364,0.49574
0.5313,-0.59022,-0.19636,-0.1343
0.53232,0.52794,-0.18909,-0.30081
0.53685,-0.18677,-0.18182,0.58053
0.53481,-0.25531,-0.17455,-0.55616
0.52232,0.5658,-0.16727,0.23842
0.51551,-0.58008,-0.16,0.20704
0.51236,0.28874,-0.15273,-0.54613
0.50743,0.15644,-0.14546,0.59944
0.5067,-0.52167,-0.13818,-0.33724
0.50826,0.61401,-0.13091,-0.10398
0.5181,-0.38343,-0.12364,0.4926
0.51089,-0.05013,-0.11636,-0.62362
0.50475,0.45917,-0.10909,0.42687
0.50467,-0.62815,-0.10182,-0.004602
0.50314,0.46713,-0.094545,-0.42168
0.50411,-0.059707,-0.087273,0.62752
0.50147,-0.38044,-0.08,-0.50381
0.51074,0.62171,-0.072727,0.11467
0.49754,-0.53656,-0.065455,0.33582
0.51151,0.16899,-0.058182,-0.61075
0.50412,0.28823,-0.050909,0.56506
0.50558,-0.59473,-0.043636,-0.22215
0.50256,0.58902,-0.036364,-0.2381
0.52564,-0.27365,-0.029091,0.57379
0.52515,-0.18589,-0.021818,-0.60822
0.52003,0.54809,-0.014545,0.32302
0.51784,-0.62247,-0.007273,0.13207
0.51876,0.36979,0,-0.51789
0.5194,0.077149,0.007273,0.63163
0.51211,-0.48345,0.014545,-0.41355
0.51235,0.63562,0.021818,-0.021622
0.50128,-0.45387,0.029091,0.4451
0.50225,0.033995,0.036364,-0.63441
0.50345,0.40318,0.043636,0.49041
0.50495,-0.62802,0.050909,-0.089188
0.50449,0.52281,0.058182,-0.35811
0.50975,-0.14345,0.065455,0.61652
0.5058,-0.31029,0.072727,-0.55081
0.50567,0.60003,0.08,0.19628
0.49625,-0.57415,0.087273,0.26018
0.49499,0.2472,0.094545,-0.57872
0.47902,0.20827,0.10182,0.59263
0.48337,-0.55281,0.10909,-0.29573
0.48695,0.60612,0.11636,-0.15503
0.48385,-0.34145,0.12364,0.52258
0.49101,-0.10098,0.13091,-0.61451
0.47394,0.48832,0.13818,0.38394
0.47426,-0.61776,0.14546,0.046626
0.47559,0.42282,0.15273,-0.45039
0.48192,-0.007516,0.16,0.61588
0.47124,-0.40919,0.16727,-0.45776
0.47325,0.60892,0.17455,0.060936
0.48958,-0.48846,0.18182,0.36511
0.48564,0.11313,0.18909,-0.597
0.48369,0.31863,0.19636,0.51466
0.48233,-0.58028,0.20364,-0.16361
0.48694,0.53616,0.21091,-0.2702
0.50274,-0.2119,0.21818,0.55897
0.50488,-0.22033,0.22546,-0.5528
0.5002,0.53335,0.23273,0.25756
0.49619,-0.56447,0.24,0.16951
0.50032,0.30017,0.24727,-0.5037
0.50072,0.11827,0.25455,0.57112
0.50474,-0.47038,0.26182,-0.33935
0.51082,0.57275,0.26909,-0.067124
0.48371,-0.37473,0.27636,0.43377
0.50284,-0.016589,0.28364,-0.56941
0.50709,0.3943,0.29091,0.40602
0.50838,-0.56122,0.29818,-0.032819
0.51056,0.43296,0.30545,-0.35243
0.51661,-0.080601,0.31273,0.54833
0.51882,-0.30862,0.32,-0.45532
0.51345,0.53095,0.32727,0.12627
0.50801,-0.47293,0.33454,0.26339
0.51741,0.16937,0.34182,-0.50934
0.503,0.21725,0.34909,0.48569
0.5025,-0.48383,0.35636,-0.20946
0.50427,0.49353,0.36364,-0.17074
0.5002,-0.24613,0.37091,0.45476
0.50915,-0.1244,0.37818,-0.49645
0.51332,0.42252,0.38546,0.27903
0.51952,-0.49449,0.39273,0.078782
0.5279,0.3078,0.4,-0.38758
0.51811,0.034422,0.40727,0.48775
0.5049,-0.35039,0.41454,-0.33217
0.51097,0.4764,0.42182,0.008139
0.50398,-0.35189,0.42909,0.31147
0.51582,0.04837,0.43636,-0.46066
0.51451,0.27136,0.44364,0.36675
0.51814,-0.44078,0.45091,-0.085757
0.52237,0.37661,0.45818,-0.23063
0.52143,-0.1198,0.46545,0.41708
0.52398,-0.18987,0.47273,-0.38136
0.51965,0.38995,0.48,0.15
0.51963,-0.38094,0.48727,0.14968
0.52316,0.17591,0.49455,-0.35978
0.51877,0.11072,0.50182,0.37534
0.52752,-0.32704,0.50909,-0.19706
0.53366,0.36456,0.51636,-0.073643
0.53102,-0.213,0.52364,0.29223
0.53824,-0.039138,0.53091,-0.34866
0.54076,0.25589,0.53818,0.22325
0.53718,-0.32768,0.54545,0.007947
