"u","Points:0","Points:1","Points:2"
-0.16174,-0.10648,0.70504,-0.14319
-0.1726,0.14843,0.71139,0.028509
-0.14247,-0.099916,0.71775,0.061517
-0.16674,0.018586,0.7241,-0.065299
-0.44094,-0.006258,-0.75453,-0.067538
-0.34317,0.086836,-0.74845,0.078776
-0.43034,-0.15105,-0.74236,0.000734
-0.41497,0.13093,-0.73628,-0.12112
-0.33311,-0.016668,-0.73019,0.20115
-0.33233,-0.13635,-0.72411,-0.17606
-0.33698,0.23809,-0.71802,0.040922
-0.38428,-0.21783,-0.71194,0.14006
-0.40688,0.07013,-0.70585,-0.26603
-0.38874,0.13503,-0.69977,0.25693
-0.41841,-0.28653,-0.69368,-0.10306
-0.40985,0.29335,-0.6876,-0.12277
-0.43376,-0.13877,-0.68151,0.30034
-0.44372,-0.10427,-0.67543,-0.32687
-0.44743,0.30786,-0.66934,0.17642
-0.45269,-0.35715,-0.66326,0.08034
-0.4216,0.21526,-0.65717,-0.30937
-0.42656,0.05164,-0.65109,0.38385
-0.4379,-0.30508,-0.645,-0.25459
-0.43467,0.40663,-0.63892,-0.018796
-0.42527,-0.29377,-0.63283,0.2952
-0.42768,0.01759,-0.62675,-0.4252
-0.43142,0.27994,-0.62066,0.33216
-0.43945,-0.43929,-0.61458,-0.056932
-0.43971,0.36918,-0.60849,-0.25954
-0.437,-0.098644,-0.60241,0.44866
-0.44276,-0.23427,-0.59632,-0.40427
-0.44592,0.45314,-0.59024,0.14214
-0.4531,-0.4369,-0.58416,0.20445
-0.43959,0.18684,-0.57807,-0.4526
-0.44266,0.1704,-0.57199,0.46661
-0.44879,-0.44697,-0.5659,-0.23215
-0.45211,0.49292,-0.55981,-0.1325
-0.44201,-0.2775,-0.55373,0.43623
-0.48753,-0.091168,-0.54764,-0.51546
-0.49188,0.4204,-0.54156,0.32233
-0.50552,-0.53385,-0.53548,0.046843
-0.50008,0.36606,-0.52939,-0.39958
-0.46165,-9e-06,-0.5233,0.54779
-0.46455,-0.3739,-0.51722,-0.40817
-0.45819,0.55702,-0.51113,0.048894
-0.44011,-0.44812,-0.50505,0.34356
-0.43863,0.099301,-0.49897,-0.56133
-0.4491,0.30878,-0.49288,0.48543
-0.42627,-0.56057,-0.4868,-0.1507
-0.42499,0.51963,-0.48071,-0.26986
-0.41952,-0.20256,-0.47463,0.55463
-0.44065,-0.22713,-0.46854,-0.55027
-0.44416,0.54348,-0.46246,0.25434
-0.43238,-0.57697,-0.45637,0.18096
-0.43901,0.30548,-0.45029,-0.52711
-0.42788,0.13176,-0.4442,0.59937
-0.43423,-0.50559,-0.43812,-0.35546
-0.42451,0.61715,-0.43203,-0.079964
-0.41498,-0.40375,-0.42595,0.47904
-0.41448,-0.026044,-0.41986,-0.63005
-0.41427,0.44762,-0.41378,0.44983
-0.42253,-0.63784,-0.40769,-0.029504
-0.41657,0.4932,-0.40161,-0.41156
-0.40052,-0.08617,-0.39552,0.64036
-0.42112,-0.37112,-0.38944,-0.53341
-0.42954,0.63749,-0.38335,0.14343
-0.42491,-0.57001,-0.37727,0.32662
-0.4287,0.20073,-0.37118,-0.62917
-0.41841,0.2784,-0.3651,0.60259
-0.41956,-0.61538,-0.35901,-0.25755
-0.42403,0.63079,-0.35293,-0.22687
-0.42661,-0.31335,-0.34684,0.59618
-0.41572,-0.17245,-0.34076,-0.65427
-0.41364,0.57166,-0.33467,0.36759
-0.41153,-0.67275,-0.32859,0.11561
-0.40598,0.41974,-0.3225,-0.54197
-0.40168,0.056821,-0.31642,0.68598
-0.39398,-0.5073,-0.31033,-0.46932
-0.40531,0.69379,-0.30425,0.003396
-0.42884,-0.51582,-0.29816,0.46791
-0.42005,0.064519,-0.29208,-0.69602
-0.41917,0.4241,-0.28599,0.55881
-0.43176,-0.6926,-0.27991,-0.12601
-0.43144,0.59784,-0.27382,-0.3762
-0.41902,-0.18733,-0.26774,0.68348
-0.41843,-0.32459,-0.26165,-0.63253
-0.44388,0.66869,-0.25557,0.24792
-0.44433,-0.66253,-0.24948,0.2697
-0.43669,0.30725,-0.2434,-0.64829
-0.42937,0.21196,-0.23731,0.68752
-0.42641,-0.62241,-0.23123,-0.36478
-0.42805,0.70723,-0.22514,-0.15186
-0.42637,-0.41999,-0.21906,0.59122
-0.44451,-0.0899,-0.21297,-0.72144
-0.44062,0.55496,-0.20689,0.47238
-0.43812,-0.72999,-0.2008,0.026609
-0.44215,0.52147,-0.19472,-0.51388
-0.44634,-0.037478,-0.18863,0.73276
-0.44578,-0.46832,-0.18255,-0.56681
-0.44814,0.72967,-0.17646,0.10181
-0.44281,-0.60799,-0.17038,0.41862
-0.44656,0.16585,-0.16429,-0.72071
-0.44969,0.3652,-0.15821,0.64461
-0.45511,-0.70592,-0.15212,-0.22902
-0.45433,0.67634,-0.14604,-0.30848
-0.44418,-0.29079,-0.13995,0.6854
-0.44255,-0.24893,-0.13387,-0.70288
-0.44255,0.65928,-0.12778,0.35063
-0.43627,-0.72396,-0.1217,0.18705
-0.43266,0.408,-0.11561,-0.62776
-0.43382,0.12335,-0.10953,0.7394
-0.47118,-0.59109,-0.10344,-0.46242
-0.45066,0.74902,-0.097359,-0.058365
-0.42772,-0.5134,-0.091274,0.54955
-0.43744,0.007356,-0.085189,-0.75274
-0.44314,0.50348,-0.079104,0.56051
-0.40873,-0.75048,-0.073019,-0.073261
-0.408,0.60332,-0.066934,-0.45326
-0.41212,-0.13879,-0.060849,0.74226
-0.41421,-0.3993,-0.054765,-0.64147
-0.4024,0.72814,-0.04868,0.20339
-0.36506,-0.67462,-0.042595,0.34204
-0.3752,0.26651,-0.03651,-0.70821
-0.35609,0.28197,-0.030425,0.70249
-0.35326,-0.68264,-0.02434,-0.32762
-0.35464,0.72482,-0.018255,-0.21959
-0.37714,-0.38619,-0.01217,0.65164
-0.38886,-0.15542,-0.006085,-0.74144
-0.40022,0.61546,-0,0.44174
-0.40525,-0.75218,0.006085,0.090007
-0.39978,0.49379,0.01217,-0.57441
-0.41818,0.023896,0.018255,0.75698
-0.42262,-0.52883,0.02434,-0.54191
-0.42219,0.75578,0.030425,0.042353
-0.425,-0.58569,0.03651,0.47912
-0.42638,0.10818,0.042595,-0.7486
-0.41585,0.4257,0.04868,0.62477
-0.4078,-0.73551,0.054765,-0.17303
-0.40687,0.65882,0.060849,-0.36902
-0.40842,-0.23637,0.066934,0.71664
-0.40786,-0.30956,0.073019,-0.68758
-0.42376,0.69215,0.079104,0.29765
-0.42197,-0.7108,0.085189,0.24784
-0.41958,0.35637,0.091274,-0.66226
-0.40792,0.18439,0.097359,0.72831
-0.41282,-0.62725,0.10344,-0.41204
-0.40587,0.73999,0.10953,-0.11974
-0.40729,-0.4642,0.11561,0.58743
-0.42757,-0.054452,0.1217,-0.74575
-0.42207,0.54316,0.12778,0.51241
-0.44752,-0.74557,0.13387,-0.010924
-0.46985,0.55631,0.13995,-0.49483
-0.47524,-0.075831,0.14604,0.73949
-0.46224,-0.44287,0.15212,-0.59552
-0.46415,0.72758,0.15821,0.13972
-0.4585,-0.62974,0.16429,0.38775
-0.45715,0.20206,0.17038,-0.70998
-0.45447,0.32995,0.17646,0.65872
-0.47131,-0.68687,0.18255,-0.26231
-0.43935,0.68224,0.18863,-0.26999
-0.40954,-0.31999,0.19472,0.65849
-0.43089,-0.20839,0.2008,-0.70012
-0.43506,0.62513,0.20689,0.37461
-0.42411,-0.71228,0.21297,0.14569
-0.41838,0.42574,0.21906,-0.5871
-0.42496,0.082438,0.22514,0.71864
-0.47777,-0.54477,0.23123,-0.47295
-0.41136,0.71919,0.23731,-0.019192
-0.39378,-0.51588,0.2434,0.49854
-0.4155,0.043506,0.24948,-0.71399
-0.41031,0.44886,0.25557,0.55419
-0.41527,-0.70314,0.26165,-0.10512
-0.42379,0.5876,0.26774,-0.39619
-0.42491,-0.16511,0.27382,0.68679
-0.43046,-0.34101,0.27991,-0.61586
-0.43548,0.66514,0.28599,0.22298
-0.42403,-0.63878,0.29208,0.28385
-0.40962,0.27825,0.29816,-0.63843
-0.40204,0.22523,0.30425,0.65622
-0.40517,-0.60698,0.31033,-0.33045
-0.40351,0.6681,0.31642,-0.16568
-0.46654,-0.37915,0.3225,0.5711
-0.44986,-0.10575,0.32859,-0.67436
-0.42285,0.53119,0.33467,0.42398
-0.40111,-0.67505,0.34076,0.04598
-0.40247,0.46456,0.34684,-0.48765
-0.39168,-0.01309,0.35293,0.67022
-0.38548,-0.44093,0.35901,-0.50061
-0.41279,0.66,0.3651,0.070935
-0.41491,-0.53185,0.37118,0.39151
-0.41095,0.12704,0.37727,-0.64455
-0.40953,0.33988,0.38335,0.55807
-0.41723,-0.62412,0.38944,-0.18092
-0.41745,0.57911,0.39552,-0.28655
-0.41917,-0.2321,0.40161,0.59897
-0.41276,-0.23206,0.40769,-0.59486
-0.40177,0.56941,0.41378,0.28014
-0.39884,-0.60525,0.41986,0.17694
-0.3895,0.32465,0.42595,-0.53581
-0.40069,0.12173,0.43203,0.61029
-0.40833,-0.49856,0.43812,-0.36526
-0.3867,0.61002,0.4442,-0.066965
-0.38147,-0.40164,0.45029,0.45809
-0.40213,-0.013181,0.45637,-0.60454
-0.40558,0.41487,0.46246,0.43352
-0.38141,-0.59402,0.46854,-0.039106
-0.37832,0.46065,0.47463,-0.36939
-0.37659,-0.089395,0.48071,0.57866
-0.37585,-0.32216,0.4868,-0.48287
-0.37697,0.55872,0.49288,0.13721
-0.38729,-0.50004,0.49897,0.2737
-0.38016,0.18209,0.50505,-0.5345
-0.39838,0.22457,0.51113,0.51209
-0.39494,-0.50635,0.51722,-0.22363
-0.36849,0.51898,0.5233,-0.1753
-0.36937,-0.26143,0.52939,0.47468
-0.37501,-0.12645,0.53548,-0.52077
-0.37254,0.43991,0.54156,0.29515
-0.37743,-0.51753,0.54764,0.07857
-0.36858,0.32449,0.55373,-0.4025
-0.3696,0.032201,0.55981,0.5094
-0.36281,-0.36297,0.5659,-0.34918
-0.38169,0.4966,0.57199,0.012123
-0.41449,-0.36902,0.57807,0.32184
-0.38183,0.053887,0.58416,-0.47935
-0.37998,0.27967,0.59024,0.38383
-0.37858,-0.45798,0.59632,-0.09259
-0.36104,0.3935,0.60241,-0.23703
-0.38723,-0.12776,0.60849,0.43282
-0.38893,-0.19451,0.61458,-0.39797
-0.38293,0.40428,0.62066,0.15893
-0.38321,-0.39722,0.62675,0.15273
-0.38801,0.18567,0.63283,-0.37279
-0.39492,0.11231,0.63892,0.39127
-0.40036,-0.33883,0.645,-0.20757
-0.39029,0.38019,0.65109,-0.073905
-0.39217,-0.22422,0.65717,0.30294
-0.39427,-0.03817,0.66326,-0.36408
-0.39925,0.26565,0.66934,0.23522
-0.39187,-0.34305,0.67543,0.005806
-0.41624,0.24014,0.68151,-0.22758
-0.43172,-0.022438,0.6876,0.31721
-0.4246,-0.18934,0.69368,-0.23849
-0.42412,0.28663,0.69977,0.045713
-0.43593,-0.2296,0.70585,0.15157
-0.42681,0.062988,0.71194,-0.25119
-0.4288,0.11496,0.71802,0.21248
-0.42921,-0.21043,0.72411,-0.072839
-0.4122,0.18524,0.73019,-0.080158
-0.43493,-0.072856,0.73628,0.16281
-0.42649,-0.047641,0.74236,-0.14335
-0.45103,0.10242,0.74845,0.057062
-0.37989,-0.065989,0.75453,0.015683
-0.64807,0.006262,-0.78495,-0.067583
-0.56185,0.07094,-0.77909,0.093467
-0.63819,-0.14876,-0.77323,-0.02706
-0.62518,0.15113,-0.76738,-0.095109
-0.53991,-0.053413,-0.76152,0.19491
-0.54971,-0.10182,-0.75566,-0.1984
-0.58095,0.22688,-0.7498,0.084109
-0.60847,-0.24027,-0.74395,0.097816
-0.62361,0.11804,-0.73809,-0.24909
-0.63404,0.085696,-0.73223,0.27794
-0.64752,-0.2633,-0.72637,-0.1543
-0.64873,0.31166,-0.72051,-0.066931
-0.66698,-0.19208,-0.71466,0.27042
-0.66912,-0.042552,-0.7088,-0.34139
-0.67594,0.27098,-0.70294,0.23065
-0.68453,-0.36695,-0.69708,0.013387
-0.64914,0.2693,-0.69122,-0.2654
-0.65208,-0.019838,-0.68537,0.38811
-0.66022,-0.25401,-0.67951,-0.30741
-0.65836,0.40467,-0.67365,0.056453
-0.64556,-0.34436,-0.66779,0.23712
-0.65663,0.095813,-0.66193,-0.41643
-0.6613,0.21505,-0.65608,0.37956
-0.66553,-0.42322,-0.65022,-0.13729
-0.66761,0.41249,-0.64436,-0.18815
-0.65774,-0.18027,-0.6385,0.42493
-0.66469,-0.15678,-0.63265,-0.44264
-0.66747,0.42149,-0.62679,0.22414
-0.68184,-0.46955,-0.62093,0.12133
-0.6774,0.26831,-0.61507,-0.41285
-0.68274,0.082227,-0.60922,0.4928
-0.6879,-0.39907,-0.60336,-0.31218
-0.681,0.51201,-0.5975,-0.039913
-0.66216,-0.35518,-0.59164,0.38021
-0.65108,0.005132,-0.58578,-0.52686
-0.67167,0.35641,-0.57993,0.39675
-0.67526,-0.53708,-0.57407,-0.052411
-0.7368,0.43636,-0.56821,-0.32785
-0.73093,-0.10141,-0.56235,0.54243
-0.73304,-0.29475,-0.55649,-0.47348
-0.73368,0.54275,-0.55064,0.15158
-0.72277,-0.50765,-0.54478,0.25741
-0.68449,0.20241,-0.53892,-0.53791
-0.68523,0.21613,-0.53306,0.53841
-0.69365,-0.52786,-0.5272,-0.25332
-0.68269,0.56534,-0.52135,-0.17129
-0.67654,-0.30376,-0.51549,0.51259
-0.63323,-0.12329,-0.50963,-0.58807
-0.64084,0.49215,-0.50377,0.35321
-0.64235,-0.60627,-0.49792,0.072567
-0.6374,0.40111,-0.49206,-0.46663
-0.66418,0.019581,-0.4862,0.61966
-0.66549,-0.43619,-0.48034,-0.44695
-0.66066,0.628,-0.47449,0.035172
-0.64912,-0.49021,-0.46863,0.40104
-0.65012,0.09118,-0.46277,-0.6311
-0.64282,0.36144,-0.45691,0.53042
-0.63737,-0.62883,-0.45105,-0.14792
-0.63654,0.56713,-0.44519,-0.31768
-0.62993,-0.20484,-0.43934,0.62111
-0.66031,-0.27011,-0.43348,-0.59991
-0.65559,0.60791,-0.42762,0.2614
-0.64018,-0.62837,-0.42176,0.21912
-0.65943,0.31707,-0.41591,-0.58927
-0.64494,0.16514,-0.41005,0.65218
-0.6574,-0.56526,-0.40419,-0.37129
-0.66031,0.67104,-0.39833,-0.1086
-0.65276,-0.42355,-0.39248,0.53603
-0.64853,-0.050014,-0.38662,-0.68467
-0.64338,0.50175,-0.38076,0.47332
-0.64183,-0.69289,-0.3749,-0.01013
-0.64233,0.5201,-0.36904,-0.46266
-0.61041,-0.071301,-0.36319,0.69553
-0.59416,-0.41905,-0.35733,-0.56344
-0.6072,0.69249,-0.35147,0.13296
-0.60833,-0.6029,-0.34561,0.37124
-0.62793,0.19456,-0.33975,-0.68372
-0.63948,0.31962,-0.3339,0.63805
-0.6416,-0.66921,-0.32804,-0.25554
-0.64427,0.66854,-0.32218,-0.26459
-0.65726,-0.31536,-0.31632,0.64903
-0.64071,-0.2066,-0.31047,-0.69403
-0.63725,0.62328,-0.30461,0.37348
-0.63637,-0.71425,-0.29875,0.14611
-0.64611,0.42936,-0.29289,-0.59213
-0.65737,0.083645,-0.28703,0.72895
-0.6454,-0.55579,-0.28118,-0.48249
-0.65017,0.73795,-0.27532,-0.019716
-0.66496,-0.53237,-0.26946,0.51451
-0.66922,0.045134,-0.2636,-0.7411
-0.67017,0.46862,-0.25774,0.57855
-0.67924,-0.73833,-0.25189,-0.11035
-0.6792,0.62058,-0.24603,-0.41845
-0.65491,-0.17538,-0.24017,0.7296
-0.65341,-0.36441,-0.23431,-0.65807
-0.67401,0.71493,-0.22846,0.23965
-0.66634,-0.69065,-0.2226,0.30693
-0.67057,0.30262,-0.21674,-0.69441
-0.64609,0.24646,-0.21088,0.71801
-0.64967,-0.66815,-0.20502,-0.36372
-0.65593,0.73987,-0.19917,-0.1835
-0.65051,-0.42244,-0.19331,0.63634
-0.68705,-0.11858,-0.18745,-0.75601
-0.67816,0.59922,-0.18159,0.47824
-0.66952,-0.76625,-0.17573,0.052217
-0.67629,0.53065,-0.16988,-0.55705
-0.69103,-0.015024,-0.16402,0.77047
-0.6923,-0.51018,-0.15816,-0.57919
-0.62778,0.76859,-0.1523,0.082582
-0.61383,-0.62343,-0.14645,0.45895
-0.62796,0.14989,-0.14059,-0.76061
-0.62961,0.4038,-0.13473,0.66298
-0.62948,-0.74654,-0.12887,-0.21638
-0.62904,0.69749,-0.12302,-0.34515
-0.61679,-0.28148,-0.11716,0.72649
-0.61602,-0.28349,-0.1113,-0.72663
-0.61593,0.7006,-0.10544,0.34466
-0.60518,-0.75015,-0.099583,0.21933
-0.60917,0.40536,-0.093725,-0.66906
-0.61248,0.15318,-0.087868,0.76783
-0.57323,-0.63213,-0.08201,-0.46308
-0.57177,0.7795,-0.076152,-0.085596
-0.55684,-0.51732,-0.070294,0.59008
-0.57073,-0.017142,-0.064436,-0.78505
-0.56816,0.54325,-0.058578,0.56762
-0.60821,-0.78442,-0.052721,-0.051614
-0.60582,0.61356,-0.046863,-0.49204
-0.61067,-0.1201,-0.041005,0.77759
-0.6117,-0.43685,-0.035147,-0.65473
-0.59732,0.76462,-0.029289,0.18775
-0.58656,-0.6908,-0.023431,0.37815
-0.60034,0.25399,-0.017574,-0.74561
-0.57919,0.31641,-0.011716,0.72146
-0.57514,-0.72071,-0.005858,-0.31827
-0.57588,0.74644,-0,-0.25216
-0.57972,-0.38006,0.005858,0.69012
-0.59645,-0.18591,0.011716,-0.76554
-0.61746,0.65411,0.017574,0.43884
-0.60629,-0.7786,0.023431,0.11823
-0.5934,0.49413,0.029289,-0.61297
-0.61771,0.049681,0.035147,0.78553
-0.60235,-0.56704,0.041005,-0.54547
-0.60817,0.78625,0.046863,0.019169
-0.61449,-0.59242,0.052721,0.51673
-0.61149,0.087746,0.058578,-0.78078
-0.61024,0.46244,0.064436,0.63463
-0.60355,-0.76918,0.070294,-0.15548
-0.61086,0.67173,0.076152,-0.40464
-0.61207,-0.22181,0.08201,0.75155
-0.61147,-0.34383,0.087868,-0.70343
-0.61112,0.72806,0.093725,0.28618
-0.6023,-0.72948,0.099583,0.28051
-0.61054,0.34807,0.10544,-0.69891
-0.61096,0.21523,0.1113,0.7497
-0.61898,-0.66438,0.11716,-0.40697
-0.62335,0.76391,0.12302,-0.14852
-0.61897,-0.46239,0.12887,0.62477
-0.62652,-0.080967,0.13473,-0.77204
-0.61367,0.58043,0.14059,0.5139
-0.64124,-0.77404,0.14645,0.013124
-0.67547,0.56107,0.1523,-0.53175
-0.67869,-0.054434,0.15816,0.76992
-0.65904,-0.47917,0.16402,-0.60352
-0.65952,0.75975,0.16988,0.12114
-0.65893,-0.64095,0.17573,0.42315
-0.63524,0.18645,0.18159,-0.74365
-0.62906,0.36417,0.18745,0.67305
-0.63827,-0.72179,0.19331,-0.24981
-0.60654,0.69959,0.19917,-0.30276
-0.58578,-0.31071,0.20502,0.69439
-0.6137,-0.23944,0.21088,-0.72038
-0.61446,0.66172,0.21674,0.36864
-0.62966,-0.73529,0.2226,0.17477
-0.62463,0.42314,0.22846,-0.62411
-0.62716,0.1093,0.23431,0.74425
-0.66428,-0.58189,0.24017,-0.47378
-0.60669,0.74721,0.24603,-0.043599
-0.57644,-0.52016,0.25189,0.53548
-0.61662,0.021777,0.25774,-0.74421
-0.61146,0.48531,0.2636,0.56191
-0.6259,-0.73532,0.26946,-0.086272
-0.63778,0.59873,0.27532,-0.43183
-0.63707,-0.14934,0.28118,0.72069
-0.6464,-0.37554,0.28703,-0.63034
-0.64549,0.70048,0.29289,0.21046
-0.64387,-0.65654,0.29875,0.31695
-0.62626,0.26911,0.30461,-0.67494
-0.62312,0.2566,0.31047,0.67714
-0.62219,-0.64434,0.31632,-0.32483
-0.6182,0.69204,0.32218,-0.19502
-0.65249,-0.37715,0.32804,0.60901
-0.6244,-0.13278,0.3339,-0.70117
-0.59258,0.56932,0.33975,0.42567
-0.60414,-0.70452,0.34561,0.070413
-0.60475,0.47,0.35147,-0.52566
-0.58999,0.008479,0.35733,0.70214
-0.56258,-0.47848,0.36319,-0.50981
-0.6159,0.69412,0.36904,0.052479
-0.61578,-0.54481,0.3749,0.42824
-0.6084,0.11193,0.38076,-0.68062
-0.60997,0.37543,0.38662,0.57474
-0.61536,-0.66184,0.39248,-0.16937
-0.6156,0.59943,0.39833,-0.32057
-0.61675,-0.22431,0.40419,0.63802
-0.61365,-0.26419,0.41005,-0.61872
-0.60377,0.60946,0.41591,0.27628
-0.59673,-0.63253,0.42176,0.20682
-0.58796,0.32486,0.42762,-0.57651
-0.57996,0.14902,0.43348,0.64081
-0.58902,-0.53953,0.43934,-0.36966
-0.5972,0.6436,0.44519,-0.091316
-0.59453,-0.41031,0.45105,0.49895
-0.61196,-0.034263,0.45691,-0.64095
-0.59156,0.45521,0.46277,0.44652
-0.58185,-0.63299,0.46863,-0.021614
-0.57693,0.47802,0.47449,-0.4088
-0.57435,-0.075798,0.48034,0.6199
-0.56722,-0.3602,0.4862,-0.50459
-0.56557,0.60191,0.49206,0.12779
-0.57573,-0.52608,0.49792,0.30995
-0.57222,0.17713,0.50377,-0.5793
-0.59217,0.25858,0.50963,0.54237
-0.58153,-0.55238,0.51549,-0.22338
-0.5989,0.5534,0.52135,-0.20663
-0.59892,-0.26611,0.5272,0.52153
-0.60678,-0.15464,0.53306,-0.55918
-0.60259,0.48714,0.53892,0.30498
-0.60199,-0.55975,0.54478,0.10317
-0.59776,0.33964,0.55064,-0.44966
-0.59811,0.052758,0.55649,0.55523
-0.60815,-0.40957,0.56235,-0.36981
-0.64472,0.54578,0.56821,-0.003928
-0.66104,-0.39527,0.57407,0.36737
-0.65491,0.042802,0.57993,-0.53161
-0.63571,0.32358,0.58578,0.41582
-0.63933,-0.51299,0.59164,-0.086937
-0.63326,0.43133,0.5975,-0.27876
-0.63471,-0.12801,0.60336,0.49023
-0.63412,-0.23346,0.60922,-0.44171
-0.62852,0.46371,0.61507,0.16557
-0.61671,-0.44694,0.62093,0.18827
-0.62303,0.19922,0.62679,-0.43382
-0.62802,0.14376,0.63265,0.44704
-0.65101,-0.40103,0.6385,-0.22856
-0.63648,0.44209,0.64436,-0.10053
-0.6355,-0.25327,0.65022,0.36582
-0.64023,-0.059175,0.65608,-0.43222
-0.64886,0.32872,0.66193,0.27302
-0.63858,-0.41761,0.66779,0.020281
-0.6333,0.28754,0.67365,-0.29029
-0.64451,-0.015552,0.67951,0.39847
-0.63947,-0.25113,0.68537,-0.29658
-0.64572,0.37508,0.69122,0.04772
-0.64998,-0.29989,0.69708,0.21188
-0.6556,0.075601,0.70294,-0.34773
-0.66004,0.17319,0.7088,0.29726
-0.65447,-0.31672,0.71466,-0.098536
-0.65043,0.28841,0.72051,-0.13578
-0.66064,-0.11579,0.72637,0.28236
-0.66167,-0.10041,0.73223,-0.27297
-0.6563,0.24491,0.73809,0.12648
-0.65923,-0.25037,0.74395,0.067927
-0.65899,0.1294,0.7498,-0.20446
-0.66539,0.039352,0.75566,0.2195
-0.68111,-0.16067,0.76152,-0.12259
-0.66699,0.17785,0.76738,-0.016024
-0.65744,-0.10188,0.77323,0.11173
-0.61599,-0.000272,0.77909,-0.11734
-0.64263,0.045963,0.78495,0.049941
-0.80031,0.018578,-0.81536,-0.065296
-0.72994,0.052577,-0.80972,0.10495
-0.78853,-0.14132,-0.80408,-0.053961
-0.78578,0.16614,-0.79843,-0.06576
-0.70451,-0.088386,-0.79279,0.18192
-0.72571,-0.063688,-0.78715,-0.21393
-0.78694,0.20778,-0.7815,0.1245
-0.76949,-0.25446,-0.77586,0.052063
-0.78085,0.16202,-0.77022,-0.22346
-0.81731,0.033215,-0.76458,0.28938
-0.82451,-0.23084,-0.75893,-0.20038
-0.82928,0.31922,-0.75329,-0.008539
-0.85947,-0.23896,-0.74765,0.23096
-0.84226,0.020946,-0.74201,-0.34411
-0.85153,0.22448,-0.73636,0.27712
-0.86329,-0.36402,-0.73072,-0.054395
-0.86796,0.31427,-0.72508,-0.21193
-0.82454,-0.091059,-0.71944,0.37887
-0.82931,-0.19374,-0.71379,-0.34984
-0.83088,0.38857,-0.70815,0.13024
-0.80357,-0.38326,-0.70251,0.17034
-0.83368,0.17126,-0.69687,-0.39303
-0.83784,0.14214,-0.69122,0.41404
-0.84569,-0.3922,-0.68558,-0.21349
-0.84776,0.4417,-0.67994,-0.10957
-0.83748,-0.25629,-0.6743,0.38609
-0.83285,-0.073077,-0.66865,-0.46582
-0.83563,0.37472,-0.66301,0.29905
-0.83455,-0.486,-0.65737,0.033134
-0.83322,0.34117,-0.65172,-0.35817
-0.84302,-0.009771,-0.64608,0.5019
-0.84704,-0.33657,-0.64044,-0.38207
-0.84629,0.51324,-0.6348,0.055129
-0.83947,-0.42121,-0.62915,0.31011
-0.83755,0.10241,-0.62351,-0.51978
-0.85696,0.27901,-0.61787,0.45806
-0.83436,-0.52132,-0.61223,-0.15108
-0.84099,0.49211,-0.60658,-0.24354
-0.83879,-0.20058,-0.60094,0.51774
-0.85329,-0.20402,-0.5953,-0.52289
-0.85528,0.50897,-0.58965,0.25036
-0.9586,-0.54999,-0.58401,0.16082
-0.95588,0.29986,-0.57837,-0.49497
-0.95018,0.11433,-0.57273,0.573
-0.95969,-0.47578,-0.56709,-0.34852
-0.91042,0.59159,-0.56144,-0.064981
-0.9096,-0.3958,-0.5558,0.45149
-0.86808,-0.01324,-0.55016,-0.60545
-0.8481,0.42225,-0.54451,0.44117
-0.86527,-0.61433,-0.53887,-0.040403
-0.81194,0.4841,-0.53323,-0.38825
-0.80076,-0.095437,-0.52759,0.61803
-0.80151,-0.34972,-0.52194,-0.52411
-0.80175,0.6164,-0.5163,0.15133
-0.79088,-0.56073,-0.51066,0.30697
-0.82853,0.20755,-0.50502,-0.60935
-0.82321,0.26033,-0.49937,0.59353
-0.81035,-0.59682,-0.49373,-0.26354
-0.81987,0.62211,-0.48809,-0.21018
-0.81659,-0.31876,-0.48245,0.57885
-0.80158,-0.15693,-0.4768,-0.64611
-0.83855,0.55548,-0.47116,0.37265
-0.84193,-0.66521,-0.46552,0.10103
-0.84002,0.42469,-0.45987,-0.52686
-0.83454,0.042976,-0.45423,0.67915
-0.82697,-0.49314,-0.44859,-0.47434
-0.8278,0.68771,-0.44295,0.016744
-0.81752,-0.52112,-0.4373,0.45456
-0.8167,0.0776,-0.43166,-0.6907
-0.80939,0.41139,-0.42602,0.56453
-0.80939,-0.68802,-0.42038,-0.13905
-0.80035,0.60412,-0.41473,-0.36395
-0.7863,-0.20055,-0.40909,0.67959
-0.76122,-0.3126,-0.40345,-0.63948
-0.7618,0.66541,-0.39781,0.26153
-0.75296,-0.67022,-0.39216,0.25775
-0.78793,0.32145,-0.38652,-0.64552
-0.82377,0.19984,-0.38088,0.696
-0.85438,-0.62,-0.37523,-0.37976
-0.83997,0.71653,-0.36959,-0.13933
-0.83912,-0.43591,-0.36395,0.58902
-0.82803,-0.076743,-0.35831,-0.73154
-0.82703,0.55277,-0.35267,0.48938
-0.81763,-0.74084,-0.34702,0.012585
-0.8209,0.53967,-0.34138,-0.51151
-0.80514,-0.052596,-0.33574,0.74427
-0.79108,-0.46553,-0.33009,-0.5863
-0.83398,0.74173,-0.32445,0.11825
-0.82008,-0.62882,-0.31881,0.41517
-0.81216,0.1838,-0.31317,-0.73319
-0.81659,0.36083,-0.30752,0.66682
-0.82131,-0.71864,-0.30188,-0.2487
-0.82251,0.69993,-0.29624,-0.30293
-0.80204,-0.31236,-0.2906,0.69814
-0.81627,-0.24193,-0.28495,-0.7278
-0.80997,0.67183,-0.27931,0.37424
-0.81411,-0.75015,-0.27367,0.17833
-0.81705,0.43379,-0.26803,-0.63985
